SoldToID,ShipToID,ShipToName,Address1,Address2,Address3,City,State,PostalCode,Country
1000534,001,SEACOAST SPORTS AND OUTFITTERS,585 FRESHFIELDS DR.,,,JOHNS ISLAND,SC,29455,USA
1000615,SAME,SEEPORT OPTOMETRY,1299 N SUMTER BLVD,,,NORTH PORT,FL,34286,USA
1000623,SAME,DRIFT WEST,122 E LAKE STREET,,,MCCALL,ID,83638,USA
1000623,SHIPTO,DRIFT WEST,2240 S COLORADO AVE.,,,BOISE,ID,83706,USA
1000624,SAME,FLYFISH EUROPE - SAMPLES ,DYRSKUEVEGEN 11,,,KLOFTA,. ,2040,NORWAY
1000625,SAME,MAHONEY'S SPORTSMANS PARA,830 SUNSET DRIVE,,,JOHNSON CITY,TN,37604,USA
1000660,SAME,SGI INVESTMENTS/NW FLYFIS,10910 NE HALSEY STREET,,,PORTLAND,OR,97220,USA
1000700,SAME,SUN VALLEY OUTFITTERS,PO BOX 858,,,KETCHUM,ID,83340,USA
1000700,STORE,SUN VALLEY OUTFITTERS,415 SUN VALLEY ROAD EAST,,,KETCHUM,ID,83340,USA
1000106,SAME,FRANK'S GREAT OUTDOORS,1212 N HURON ROAD,,,LINWOOD,MI,48634,USA
1000703,SAME,THE TACKLE SHOP - CLOSED,200 VERANDA ST.,,,PORTLAND,ME,04103,USA
1000705,SAME,DAKOTA ANGLER & OUTFITTER,1010 JACKSON BLVD.,,,RAPID CITY,SD,57702,USA
1000707,SAME,AMELIA ANGLER,111 CENTER ST.,,,FERNANDINA BEACH,FL,32034,USA
1000120,STCOLLEGE,TCO STATE COLLEGE,2030 E COLLEGE AVE.,,,STATE COLLEGE,PA,16801,USA
1000708,SAME,CLINICA DE OJOS FAMILIAR,CARR. 848 KM 0.2,SAINT JUST,,TRUJILLO ALTO,PR,00976,PUERTO RICO
1000709,SAME,BLAHNIK EYE CARE,3740 S. RIDGEWOOD AVE.,SUITE 103,,PORT ORANGE,FL,32129,USA
1000710,SAME,MR. DUCKS,9652 STEPHEN DECATUR HIGHWAY,,,OCEAN CITY,MD,21842,USA
1000710,TSP1,MR. DUCKS,311 TALBOT ST.,,,OCEAN CITY,MD,21842,USA
1000711,SAME,LARSEN'S ACE HARDWARE,1155 S HWY 118,,,RICHFIELD,UT,84701,USA
1000757,SAME,"ANGLERS DEN, INC",5348 S 1900 W #A1,,,ROY,UT,84067,USA
1000758,SAME,UNCOMPAHGRE VALLEY ANGLER,1325 MAYFLY DR,,,MONTROSE,CO,81401,USA
1000759,SAME,AVERY STEPHENS - SAMPLE A,627 GARDEN DISTRICT DR.,,,CHARLOTTE,NC,28202,USA
1000756,SHIPTO,LEE FISHER/TARPON FISHING,1500 US 19,,,HOLIDAY,FL,34691,USA
1000760,SAME,FINER OPTICS,330 CLEMATIS ST,STE 104 A,,WEST PALM BEACH,FL,33401,USA
1000763,SHIPTO,BEACON TIRE INC,3838 E MAIN ST,,,RUSSELLVILLE,AR,72802,USA
1000280,SAME,FLOOD TIDE   (CLOSED),241 KING ST.,,,CHARLESTON,SC,29401,USA
1000353,SAME,ALMA OPTICS,1321 PINE AVE.#1242,,,ALMA,MI,48801,USA
1000354,SAME,PARTSVU,905 AIRPORT RD. N.,,,NAPLES,FL,34104,USA
1000354,SHIPTO,PARTSVU,3661 MERCANTILE AVE.,SUITE B,,NAPLES,FL,34104,USA
1000208,FLFORWARDE,SUMMER SURF SHOP - GREIVING RIVAS CASTIL,3030 NW 72ND AVE.,AIRCARGO USA - GREIVING RIVAS CASTILLO,,MIAMI,FL,33122,USA
1000390,SAME,FLAMINGO FISH & MARINE,325 N. MAIN STREET,,,EUFAULA,OK,74432,USA
1000391,SAME,RED ROCK SPORTING GOODS,700 SOUTH HAYNES AVE.,,,MILES CITY,MT,59301,USA
1000506,SAME,LITTLEFIELD'S SPORTING GO,55901 E HWY 85A,,,AFTON,OK,74331,USA
1000507,SAME,ALONG THE KEEL,70 WALNUT RD.,,,NORTH KINGSTOWN,RI,02852,USA
1000508,SAME,BEACH HOUSE RESTAURANT,200 GULF DRIVE N,,,BRADENTON BEACH,FL,34217,USA
1000509,SAME,TROUT STALKERS,PO BOX 627,,,ENNIS,MT,59729,USA
1000509,001,TROUT STALKERS,109 E. MAIN ST.,,,ENNIS,MT,59729,
1000569,SAME,MOLLY'S PLACE,12503 AUGUSTINE HERMAN HWY,,,KENNEDYVILLE,MD,21645,USA
1000598,SAME,WE TIE IT FLY SHOP,PO BOX 516,,,BOLDER JUNCTION,WI,54512,USA
1000636,SAME,MUSKY FOOL FLY FISHING CO,105 E MAIN STREET,,,WAUNAKEE,WI,53597,USA
1000637,SAME,EMERALD WATER ANGLER,4502 42ND AVE SW.,SUITE A,,SEATTLE,WA,98116,USA
1000638,SAME,OCEANICO PR  (CLOSED),LAS CROABAS KAYAK VILLAGE #8,,,FAJARDO,PR,00738,PUERTO RICO
1000638,SHIPTO,OCEANICO PR,PMB 190 CALLE 2 #100,SANTA ISIDRA,,FAJARDO,PR,00738,PUERTO RICO
1000639,SAME,AVID ANGLER,2101 N. PONCE DE LEON BLVD.,,,ST. AUGUSTINE,FL,32092,USA
1000640,SAME,WOODS OPTICAL (CLOSED),40820 WINCHESTER RD.,SPC K10,,TEMECULA,CA,92591,USA
1000640,001,WOODS OPTICAL,29768 CAMINO DELORES,,,MENIFEE,CA,92586,USA
1000670,SAME,ON THE FLY OUTFITTERS,1501 NEWCASTLE ST.,,,BRUNSWICK,GA,31520,USA
1000671,SAME,OJOS DE PUERTO RICO,MONACO 620 EXT. EL COMANDANTE,,,CAROLINA,PR,00982,PUERTO RICO
1000672,SAME,STANLEY'S VARIETY DBA THE,3927 S. STRAITS HWY,,,INDIAN RIVER,MI,49749,USA
1000673,SAME,BUCKS TRACTOR SERVICE DBA,1003 E. OAK STREET,,,ARCADIA,FL,34266,USA
1000674,SAME,3 RIVERS FLY AND TACKLE -,390 E. RAILROAD AVE.,,,WASILLA,AK,99654,USA
1000782,SAME,OCEANVIEWS OPTICAL,7785 144TH STREET STE A2A,,,SEBASTIAN,FL,32958,USA
1000761,SHIPTO,STS SALES/WOOD TO WATER O,1042 MILLER RD,,,CHINA GROVE,NC,28023,USA
1000699,SHIPTO,ELITE ADVENTURES BELIZE,642 GOLFCREST DR.,,,SAN ANTONIO,TX,78239,USA
1000835,SAME,TROPICAL OPTICIANS LLC/TR,81933 OVERSEAS HWY,,,ISLAMORADA,FL,33036,USA
1000848,SHIPTOMN,MYSTERY TACKLE BOX DBA CA,190 NORTH GARDEN,,,BLOOMINGTON,MN,55425,USA
1000850,SAME,RIVER MARINE SUPPLY,2205 NW 20TH STREET,,,MIAMI,FL,33142,USA
1000850,SHIPTO,RIVER MARINE SUPPLY,14951 SOUTH DIXIE HWY,,,MIAMI,FL,33176,USA
1000852,SAME,RVA EYE CONSULTING LLC/R ,7737 BROADREACH DRIVE,,,CHESTERFILED,VA,23832,USA
1000880,SAME,LAKE PLACID MARINE,310 US 27 S,,,LAKE PLACID,FL,33852,USA
1000881,SAME,SUNSHINE ACE HARDWARE DBA,9148 BONITA BEACH RD.,SUITE 207,,BONITA SPRINGS,FL,34135,USA
1000881,STORE,SUNSHINE ACE DOWNTOWN NAPLES,141 TAMIAMI TRAIL N,,,NAPLES,FL,34102,USA
1000919,SAME,WORLDCAST ANGLERS,38 WEST CENTER ST.,,,VICTOR,ID,83455,USA
1000925,SAME,THE SUNGLASS SHOP,9 S TOWNSEND AVE,,,MONTROSE,CO,81401,USA
1000951,SAME,MY3BORDERSLLC DBA SPORTSM,184 NC 24,,,MOOREHEAD CITY,NC,28557,USA
1000958,SAME,COLLIER OPTICAL,1107 N. MAIN ST,STE 105,,HIGH POINT,NC,27262,USA
1001001,SAME,MATAGORDA OUTFITTERS LLC/,811 FISHER ST,,,MATAGORDA,TX,77457,USA
1000287,SAME,THE FLY SHOP OF MIAMI (CL,7152 SW 47TH ST,,,MIAMI,FL,33155,USA
1000536,SAME,FINS AND FEATHERS OF BOZE,81801 GALLATIN ROAD,,,BOZEMAN,MT,59718,USA
1000537,SAME,TW BAIT & TACKLE,3864 CROATAN HWY,,,KITTY HAWK,NC,27949,USA
1000592,SAME,TOMS SINCE 1970,1812 A1A S,,,ST. AUGUSTINE,FL,32080,USA
1000593,SAME,ASHLAND FLY SHOP,399 EAST MAIN ST.,,,ASHLAND,OR,97520,USA
1000594,SAME,LONG BEACH SURF SHOP,70 W PARK AVE.,,,LONG BEACH,NY,11561,USA
1000595,SAME,SEWEE OUTPOST (CLOSED),4853 N. HIGHWAY 17,,,AWENDAW,SC,29429,USA
1000596,SAME,TROUTHUNTER LLC,3327 NORTH HIGHWAY 20,,,ISLAND PARK,ID,83429,USA
1000597,SAME,PALMETTO STATE ARMORY - C,3850 FERNANDINA RD.,,,COLUMBIA,SC,29210,USA
1000597,GARDENCITY,PALMETTO STATE ARMORY - SAVANNAH,2307 US HIGHWAY 80,,,GARDEN CITY,GA,31408,USA
1000597,CHARLESTON,PALMETTO STATE ARMORY,1196 SAM RITTENBURG HWY,,,CHARLESTON,SC,29407,USA
1000597,COLUMBIA,PALMETTO STATE ARMORY - COLUMBIA,3850 FERNANDINA ROAD,,,COLUMBIA,SC,29210,USA
1000478,FORWARDER,ISLANDER VIP SAS / SAN ANDRES ISLAS,11000 NW 29TH ST.,,,DORAL,FL,33172,USA
1000310,SHIPTO,LA CUBANA C/O MARITZA CORTINA,5721 SW 26TH STREET,,,WEST PARK,FL,33023,USA
1000527,SHIPTO,KEY'S MERCANTILE,82705 OVERSEAS HWY,,,ISLAMORADA,FL,33036,USA
1000701,SAME,TWISTED ESSENTIALS,TIPSY STRIP,PLACENCIA SIDEWALK,,PLACENCIA,. ,00000,BELIZE
1000701,FORWARDER,JODI KATRUSIK C/O JOSEPH FREIGHT,6931 NW 87TH AVE.,,,MIAMI,FL,33178,USA
1000752,SAME,CAROLINA BOAT COMPANY,13552 CLAYTON BLVD.,,,CLAYTON,NC,27520,USA
1000768,SAME,HIGH PINES OUTFITTERS LLC,2223 BROOKSTONE CENTRE PKWY,SUITE B,,COLUMBUS,GA,31904,USA
1000768,SHIPTO,HIGH PINES OUTFITTERS LLC,2505 AIRPORT THRUWAY,UNIT O,,COLUMBUS,GA,31904,USA
1000769,SAME,WJW OPTOMETRY PC DBA GRAN,2099 GRAND ISLAND BLVD,STE A,,GRAND ISLAND,NY,14072,USA
1000770,SAME,OASIS OPTICAL,1868 S. TAMIAMI TRL,,,VENICE,FL,34293,USA
1000771,SAME,EYEWEAR CANDY OPTICAL RX,5062 WEST ATLANTIC AVE,,,DELRAY BCH,FL,33484,USA
1000778,SAME,OCEAN PARADISE MALDIVES P,H. FEHIVINAMAGE,,,MALE,MV,.,MALDIVES
1000779,SAME,HAGAN ACE OF GLEN ST. MAR,1022 BLANDING BLVD.,,,ORANGE PARK,FL,32065,USA
1000779,STORE,HAGAN ACE OF GLEN ST. MARY,6567 US-90,SUITE 3,,GLEN ST. MARY,FL,32040,USA
1000792,SAME,FINADDICTS OUTFITTERS,4058 MOFFETT RD.,,,MOBILE,AL,36618,USA
1000800,SAME,OREST KRAJNYK MD PA/PRECI,303 NORTH RIDGEWOOD AVE,,,EDGWATER,FL,32132,USA
1000813,SAME,JONES OPTICIAN/OPTICAL SE,1901 S. OSPREY AVE,,,SARASOTA,FL,34239,USA
1000815,SAME,MERCHERINO LLC/ NO BAD DA,7301 RANCH RD N STE 155 #28,,,AUSTIN,TX,78726,USA
1000815,SHIPTO,MERCHERINO LLC/ NO BAD DA,1900 E HOWARD LANE BLDG F,SUITE 1,,PFLUGERVILLE,TX,78660,USA
1000843,SAME,OPTI-VISION CENTER,4 JOSE M TORO BASORA,,,LAJAS,PR,00667,PUERTO RICO
1000849,SAME,EYE SURGEONS & CONSULTANT,4651 SHERIDAN ST.,SUITE #100,,HOLLYWOOD,FL,33021,USA
1000867,SAME,CRYSTAL CLEAR EYECARE,139 WEST OAK ST.,,,PONCHATOULA,LA,70454,USA
1000868,SAME,FALLS OUTDOOR COMPANY - C,13822 MARKET AVE. N.,,,HARTVILLE,OH,44632,USA
1000868,STORE,FALLS OUTDOOR COMPANY,1727 FRONT STREET,,,CUYAHOGA FALLS,OH,44221,USA
1000869,SAME,"ACADUNES, LLC",4675 NW 103 CT.,,,MIAMI,FL,33178,USA
1000869,FORWARDER,ARAWANA OUTDOORS C/O VENEX CARGO,6608 NE 82ND AVENUE,,,MIAMI,FL,33166,USA
1000871,SAME,OCEAN HUT SURF SHOP,3111 RT 35 NORTH,,,LAVALLETTE,NJ,08735,USA
1000872,SAME,KIRKS FLYSHOP,230 E. ELKHORN AVE.,,,ESTES PARK,CO,80517,USA
1000898,SAME,WINSTON WARFIELD - SAMPLE,5000 AIRLINE ROAD,,,DALLAS,TX,75205,USA
1000870,STORE,CULPEPPER LUMBER COMPANY,4532 WASHINGTON RD.,,,EVANS,GA,30809,USA
1000902,SAME,BECK PHOTOGRAPHY,309 UPPER RAVEN CREEK RD,,,BENTON,PA,17814,USA
1000191,SAME,AVENTURON - CLOSED,801 N 8TH STREET,,,SHEBOYGAN,WI,53081,USA
1000486,SAME,MARINE WORLD,53 MENDEZ VIGO EAST,,,MAYAGUEZ,PR,00680,PUERTO RICO
1000002,BRACKEN,MICHAEL BRACKEN,1674  TIONIA ROAD,,,NEW SMYRNA BEACH,FL,32168,USA
1000598,SHIPTO,WE TIE IT FLY SHOP,5570 COUNTY RD. M,,,BOULDER JUNCTION,WI,54512,USA
1000597,SAVANNAH,PALMETTO STATE ARMORY,2307 US HIGHWAY 80,,,SAVANNAH,GA,31408,USA
1000187,001,JOSH LEACH - SAMPLE ACCOUNT,1570 N WAGON RD,,,PALMER,AK,99645,USA
1000603,SAME,LISA THOMPSON - SAMPLE AC,6821 FM 92,,,SILSBEE,TX,77656,USA
1000604,SAME,TWENTY20 VISION CENTER - ,18333 EGRET BAY BLVD.,STE 101,,HOUSTON,TX,77058,USA
1000605,SAME,TWENTY20 VISION CENTER - ,105 E PARKWOOD AVE.,STE 107,,FRIENDSWOOD,TX,77546,USA
1000854,SAME,SIGHTCRAFT EYECRAFT AND C,540 NORTHWOOD RD,,,WEST PALM BCH,FL,33407,USA
1000855,SAME,TED NEAL - SAMPLE ACCOUNT,910 SPICEBUSH DRIVE,,,LELAND,NC,28479,USA
1000910,SAME,BEATDOWN OUTDOOR PRODUCTS,1100 S HARDING AVE,,,SEDALIA,MO,65301,USA
1001024,SAME,SPACE COAST OPTHAMOLOGY L,1832 GARDEN ST,,,TITTUSVILLE,FL,32796,USA
1001025,SAME,EYE CARE OF SOUTHWEST FLO,2382 IMMOKALEE RD,,,NAPLES,FL,34110,USA
1000541,SAME,BENCHMARK OUTFITTERS,9525 KENWOOD RD.,SUITE 24,,CINCINNATI,OH,45242,USA
1000183,DC,BOWIE OUTFITTERS DC,775 ALLENDALE DR.,,,PORT ALLEN,LA,70767,USA
1000574,SAME,K&K FLYFISHERS - CLOSED,8643 GRAN ST.,,,OVERLAND PARK,KS,66212,USA
1000575,SAME,NERVOUS WATERS,PO BOX 354,,,SEWICKLEY,PA,15143,USA
1000575,SHIPTO,CAROLINA COCO,6511 NW 87TH AVE.,#CLI216987,,MIAMI,FL,33178,USA
1000289,FORWARDER2,SOLA TRANSPORT AGENCY MAXINDUSTRIAS S.A.,10201 NW 112TH AVENUE,SUITE 1,,MIAMI,FL,33178,USA
1000653,SAME,LIGHTBOURNE MARINE LTD,63 EAST BAY STREET,,,NASSAU,. ,N4894,BAHAMAS
1000653,FORWARDER,LIGHTBOURNE MARINE C/O TROPICAL SHIPPING,9505 NW 108TH AVE.,,,MEDLEY,FL,33178,USA
1000890,SAME,IMPORTCIONES TRIWOL S.A. ,RIO GRANDE,SECTOR ESTE,,ATENAS ALAJUELA,. ,.,COSTA RICA
1000890,FORWARDER,IMPORTCIONES TRIWOL S.A.,2131 NW 79 AVE,,,MIAMI,FL,33122,USA
1000904,SAME,LAKE CHARLES TACKLE LLC,4959 COMMON ST,,,LAKE CHARLES,LA,70607,USA
1000932,SAME,BLACK MINGO LLC,709 FRONT STREET,,,GEORGETOWN,SC,29440,USA
1000933,SAME,OCEANS EAST,7405 S VIRGINIA DARE TRL,,,NAGS HEAD,NC,27959,USA
1000933,SHIPTO,OCEANS EAST,8770 OREGON INLET RD,,,NAGS HEAD,NC,27959,USA
1000949,SAME,KESSLER EYE CARE/DISTRICT,16957 CITY CENTER DR,,,LENEXA,KS,66219,USA
1000950,SAME,PERSPECTIVE EYE CARE AND ,421 3RD AVE SE,STE 140,,CULLMAN,AL,35055,USA
1000956,SAME,LLOYD CLARKE SPORTS,1504 NW 13TH STREET,,,GAINESVILLE,FL,32601,USA
1000985,SAME,"SANS PAREIL EYECARE, LLP/",234 ROSEDALE DR,,,MANCHESTER,PA,17345,USA
1000985,EASTYORK,"SANS PAREIL EYECARE, LLP/YORK EYE ASSOC",2321 E MARKET STREET,,,YORK,PA,17402,USA
1000985,REDLION,"SANS PAREIL EYECARE, LLP/YORK EYE ASSOC",3094 CAPE HORN RD,,,RED LION,PA,17356,USA
1000987,SAME,RIVETT'S MARINE RECREATIO,102 LAKEVIEW AVE,,,OLD FORGE,NY,13420,USA
1001028,SAME,REEL QUALITY SRQ,271 S. TAMIAMI TRAIL,,,NOKOMIS,FL,34275,USA
1000524,SAME,"CARDINAL OUTDOORS GROUP, ",70 W BAY DRIVE,,,COCOA BEACH,FL,32931,USA
1000528,SAME,SHERPERS INC,5750 S. 108TH ST.,,,HALES CORNER,WI,53130,USA
1000528,001,SHERPER'S HALES CORNER,5750 S. 108TH ST.,,,HALES CORNER,WI,53130,USA
1000528,002,SHERPERS OCONOMOWOC,225 E. WISCONSIN AVE.,,,OCONOMOWOC,WI,53066,USA
1000528,003,SHERPER'S PORT WASHINGTON,128 N. FRANKLIN ST.,,,PORT WASHINGTON,WI,53074,USA
1000529,SAME,SCALES FLY TOURS - CLOSED,C. FAISAN MZ 6 LT 12 ESQ.,CHANCA COL. PAYO OBISPO,,CHETUMAL QUITANA ROO,NA,77083,MEXICO
1000529,SHIPTO,ROMAN MEDINA,229 N. ADAMS ST.,#207,,EAGLE PASS,TX,78852,
1000731,ALPHARETTA,TACKLE WAREHOUSE,1151 BLUEGRASS LAKES PKWY,,,ALPHARETTA,GA,30004,USA
1000945,SAME,YELLOW DOG FLYFISHING,81801 GALLATIN RD.,,,BOZEMAN,MT,59718,USA
1000163,SAME,DOGFISH TACKLE COMPANY,8750 PARK BLVD.,,,SEMINOLE,FL,33777,USA
1000262,SAME,ALLFAST FASTENER & TOOL S,3005 SW WILLISTON RD,,,GAINESVILLE,FL,32608,USA
1000263,SAME,CONCORD OUTFITTERS,113 COMMONWEALTH AVE.,,,CONCORD,MA,01742,USA
1000275,SAME,BIG BOYS BAIT AND TACKLE,1242 SW PINE ISLAND RD,#13,,CAPE CORAL,FL,33991,USA
1000276,SAME,TROUTS FLY FISHING - CLOS,P O BOX 4774,,,FRISCO,CO,80443,USA
1000276,STORE,TROUTS FLY FISHING,309 B. MAIN ST.,,,FRISCO,CO,80443,USA
1000466,SAME,EAST COUNTY BAIT & TACKLE,10137 MAINE AVENUE,,,LAKESIDE,CA,92040,USA
1000468,SAME,THE HOOK UP TACKLE,8990 W WINDSOR DRIVE,,,PEORIA,AZ,85381,USA
1000492,SAME,PURE PALMETTO,PO BOX 382,,,MULLINS,SC,29574,USA
1000492,STORE,PURE PALMETTO,2215-B  S US 17,,,GARDEN CITY,SC,29576,USA
1000493,SAME,ALONG THE KEEL LLC (CLOSE,70 WALNUT RD.,,,NORTH KINGSTON,RI,02852,USA
1000283,MTPLEASANT,RIVERS & GLEN TRADING CO.,122 COLEMAN BOULEVARD,,,MT. PLEASANT,SC,29464,USA
1000579,SAME,GULF BREEZE BAIT & TACKLE,825 GULF BREEZE PKWY,,,GULF BREEZE,FL,32563,USA
1000580,SAME,BRIG SURF SHOP,2430 SHEPERD CIRCLE WEST,,,NORHFIELD,NJ,08225,USA
1000580,STORE,BRIG SURF SHOP,4222 HARBOR BEACH BLVD.,,,BRIGANTINE,NJ,08203,USA
1000774,SAME,GRAPEVINE FLY FISHING (CL,122 N MAIN STREET,,,GRAPEVINE,TX,76051,USA
1000132,12207,QUIET STORM SURF SHOP,12207 E COASTAL HWY,,,OCEAN CITY,MD,21842,USA
1000874,SAME,BAY BREEZE BAIT & TACKLE ,21301 PANAMA CITY BEACH PKWY,UNIT B,,PANAMA CITY,FL,32413,USA
1000927,SAME,ON THE BEACH SURF SHOP LL,2105 PADRE BLVD,,,SOUTH PADRE ISLAND,TX,78597,USA
1000928,SAME,ISLAND STYLE LLC/ON THE B,410 PADRE BLVD,STE103,,SOUTH PADRE ISLAND,TX,78597,USA
1000929,SAME,"TAYLOR CO, INC/PANTS STOR",PO BOX 127,,,LEEDS,AL,35094,USA
1000929,SHIPTO,"TAYLOR CO, INC/PANTS STOR",8029 PARKWAY DR,,,LEEDS,AL,35094,USA
1001043,SAME,AVONDALE EYE CARE INC/LOW,12 FARMFIELD AVE,,,CHARLESTON,SC,29407,USA
1000097,SAME,JACKSON DAVENPORT VISION ,218 OLD TROLLEY ROAD,,,SUMMERVILLE,SC,29485,USA
1000154,SAME,"FISH USA, INC - CLOSED",6960 WEST RIDGE RD,,,FAIRVIEW,PA,16415,USA
1000205,SAME,NEW MOOSEJAW,32200 NORTH AVIS,SUITE 1000,,MADISON HEIGHTS,MI,48071,USA
1000244,SAME,BERING'S,6102 WESTHEIMER,,,HOUSTON,TX,77057,USA
1000244,BISSONNETT,BERING'S,3900 BISSONNET,,,HOUSTON,TX,77005,USA
1000300,SAME,THE NORTHERN ANGLER,426 W. FRONT ST.,,,TRAVERSE CITY,MI,49684,USA
1000301,SAME,EL CAPITAN SPORTS CENTER,1590 NW 27TH AVENUE,,,MIAMI,FL,33125,USA
1000302,SAME,GENERAL STORE SPOKANE,2424 N DIVISION ST,,,SPOKANE,WA,99207,USA
1000303,SAME,WINK OPTICAL BOUTIQUE,2613 W 23RD ST.,,,PANAMA CITY,FL,32405,USA
1000304,SAME,CROWDER BROS. HARDWARE,9148 BONITA BEACH RD.,SUITE 207,,BONITA SPRINGS,FL,34135,USA
1000305,SAME,CROWDER BROS. HARDWARE,9148 BONITA BEACH RD.,SUITE 207,,BONITA SPRINGS,FL,34135,USA
1000305,STORE,CROWDER BROS. HARDWARE,11673 COLLIER BLVD.,,,GOLDEN GATE,FL,34116,USA
1000304,STORE,SUNSHINE ACE,9100 BONITA BEACH RD. SE,,,BONITA SPRINGS,FL,34135,USA
1000307,SAME,FLORIDA CRACKER HOLDINGS ,924 E. JEFFERSON ST.,,,BROOKSVILLE,FL,34601,USA
1000306,SAME,FLORIDA CRACKER HOLDINGS ,924 E. JEFFERSON ST.,,,BROOKSVILLE,FL,34601,USA
1000306,STORE,FLORIDA CRACKER HOLDINGS,5297 SOUTH CHEROKEE WAY,,,HOMOSASSA,FL,34448,USA
1000307,STORE,FLORIDA CRACKER HOLDINGS - DADE CITY,14139 7TH STREET,,,DADE CITY,FL,33525,USA
1000318,SAME,SARGE CUSTOMS LLC,16918 WESTBURY RD.,,,BEAUMONT,TX,77713,USA
1000319,SAME,FOWLER'S PHARMACY,1908 LAURENS RD.,,,GREENVILLE,SC,29607,USA
1000183,LAKECHARLE,BOWIE OUTFITTERS,3405 GERSTNER MEMORIAL DR.,,,LAKE CHARLES,LA,70607,
1000407,SAME,CAPITAL SPORTING GOODS AN,1092 HELENA AVE.,,,HELENA,MT,59601,USA
1000433,SAME,FUTURE OPTICS,11333 47TH STREET,,,CLEARWATER,FL,33762,USA
1000431,STORE,PURA VIDA SURF SHOP AND BOUTIQUE,CARRETERA 181 INT. AVE. ENCANTADA,PLAZA ENCANTADA LOCALES 5 Y 6,,TRUJILLO ALTO,PR,00976,PUERTO RICO
1000447,SAME,DIABLO PADDLE SPORTS,332 MILL RD.,,,MAXWELL,TX,78656,USA
1000242,ORANGEWALK,MAN O WAR MEN SUPPLIES,GUADALUPE STREET,,,ORANGE WALK TOWN,NA,,BELIZE
1000582,SAME,MRT LAWN AND GARDEN CENTE,2775 EL JOBEAN ROAD,,,PORT CHARLOTTE,FL,33953,USA
1000583,SAME,OPTICAL FACTORY,800 EAST BAY DRIVE,SUITE G,,LARGO,FL,33770,USA
1000584,SAME,ORE MERCANTLE (CLOSED),4414 4TH AVENUE SOUTH,,,BIRMINGHAM,AL,35222,USA
1000667,SAME,SHIPS CHANDLER OF FREEPOR,17903 US HWY 331,,,FREEPORT,FL,32439,USA
1000668,SAME,KHOURY'S,1531 E NAPOLEON,,,SULPHUR,LA,70663,USA
1000669,SAME,MARINE PARTS,200 AVE. A  SUITE #9,VILLA MARINA SHOPPING CENTER,,FAJARDDO,PR,00738,PUERTO RICO
1000713,SAME,RIVER SUPPLY,2827 RIVER DR.,,,SAVANNAH,GA,31404,USA
1000714,SAME,EPICENTER OUTDOORS,929 FRANCES ST.,,,ELLWOOD CITY,PA,16117,USA
1000761,SAME,STS SALES/WOOD TO WATER O,18059-4 CATAWBA AVE,,,CORNELIUS,NC,28031,USA
1000763,SAME,BEACON TIRE INC,PO BOX 1197,,,RUSSELLVILLE,AR,72811,USA
1000830,SAME,"SUBURBAN OPTICIANS, INC",6720 REGENTS BLVD,,,TACOMA,WA,98466,USA
1000924,SAME,"SUPERIOR BAIT AND TACKLE,",5760 SIEGEN LANE #D,,,BATON ROUGE,LA,70809,USA
1000976,SAME,MORAN'S MARINA -CLOSED (T,27900 HWY 1,,,GOLDEN MEADOW,LA,70357,USA
1001012,SAME,"JERVEY EYE GROUP, PA - EA",601 HALTON RD,,,GREENVILLE,SC,29607,USA
1001013,SAME,PAUL BUGA - SAMPLE ACCOUN,3847 LAKE ST. GEORGE DR,,,PALM HARBOUR,FL,34684,USA
1001030,SAME,JON CARPENTER -  SAMPLE A,1051 THREE FORKS DR,,,KATY,TX,77450,USA
1001034,SAME,JAMES EUGENIDES OD PA/ K&,1800 PLACIDA RD,,,ENGLEWOOD,FL,34223,USA
1000128,SAME,FLORIDA CRACKER HOLDINGS ,924 E. JEFFERSON ST.,,,BROOKSVILLE,FL,34601,USA
1000189,SAME,FABIO APUY CHENG,P.O. BOX 25331,SJO-333813,,MIAMI,FL,33102,USA
1000189,FORWARDER,FABIO APUY  CHENG TES00071,8425 NW 68TH ST,IMPLEMENTOS DE PESCA JFI,,MIAMI,FL,33166,USA
1000211,SAME,HOWELL TACKLE SUPPLY,3100 W HIGHWAY 98,,,PANAMA CITY,FL,32401,USA
1000212,SAME,THE CANOE HOUSE LLC,608 BROAD STREET,,,ROME,GA,30161,USA
1000213,SAME,SPORT & COURT INC,9917 ORR AND DAY RD,DBA SAV ON TACKLE,,SANTA FE SPRINGS,CA,90670,USA
1000214,SAME,RICHARDS TACKLE,3365 WALNUT GROVE AVENUE,#A,,ROSEMEAD,CA,91770,USA
1000215,SAME,NORTH VALLEY TACKLE,2368 LINCOLN ST,,,OROVILLE,CA,95965,USA
1000291,SAME,BULL BAY TACKLE COMPANY,611 SCHOOLHOUSE RD.,,,LAKELAND,FL,33813,USA
1000138,HUNTSVILLE,SHADES SUNGLASSES,335 BRIDGE STREET,SUITE 167,,HUNTSVILLE,AL,35806,USA
1000138,SPANISHFOR,SHADES SUNGLASSES,10136 EASTERN SHORE BLVD.,SUITE B,,SPANISH FORT,AL,36527,USA
1000138,MOBILE,SHADES SUNGLASSES,9 DU RHU DR.,SUITE 370,,MOBILE,AL,36608,USA
1000138,FLOWOOD,SHADES SUNGLASSES,168 MARKET STREET,,,FLOWOOD,MS,39232,USA
1000138,OXFORD,SHADES SUNGLASSES,2317 JACKSON AVE.,SUITE 103,,OXFORD,MS,38655,USA
