ProductPermissionGroup,CatalogPermissionGroup,Region,SoldToID,SoldToName,CurrencyCode,PriceGroup,AccessKey,Address1,Address2,Address3,City,State,PostalCode,Country,Warehouse,Language
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000943,DIVEL ENTERPRISES LLC/GRANDE OPTICS,USD,PH,1000943elast,211 8TH ST,,,GLENWOOD SPRINGS,CO,81601,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000945,YELLOW DOG FLYFISHING,USD,PH,1000945elast,81801 GALLATIN RD.,,,BOZEMAN,MT,59718,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000949,KESSLER EYE CARE/DISTRICT EYE CARE,USD,PH,1000949elast,16957 CITY CENTER DR,,,LENEXA,KS,66219,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000950,PERSPECTIVE EYE CARE AND EYE WEAR LLC,USD,PH,1000950elast,421 3RD AVE SE,STE 140,,CULLMAN,AL,35055,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000956,LLOYD CLARKE SPORTS,USD,D,1000956elast,1504 NW 13TH STREET,,,GAINESVILLE,FL,32601,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000961,"DOUBLE J BOATWORKS,LLC/JECO'S MARINE",USD,D,1000961elast,2586 W.ADAMS AVE,#825,,PT. O'CONNOR,TX,77982,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000962,"CROSS CURRENT OUTDOORS, LLC/CROSS CURREN",USD,PH,1000962elast,6048 HANCOCK HIGHWAY,,,STARLIGHT,PA,18461,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000968,JARON SMITH - SAMPLE RX JR1,USD,E,1000968elast,5609 NW 86TH TERRACE,#C28,,KANSAS CITY,MO,64154,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000969,MELACO SISTERS LLC/MELACO SISTERS HARDWA,USD,D,1000969elast,16230 HWY 3235,,,CUT OFF,LA,70345,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000972,JEREMIAH HOULE - SAMPLES ACCOUNT JH1,USD,E,1000972elast,2770 NE SPRING WATER PLACE,,,BEND,OR,97701,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000973,BEACH BUM OUTDOORS,USD,PH,1000973elast,3041 W. 1ST STREET,,,GULF SHORES,AL,36542,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000974,HAGAN ACE - ANASTASIA,USD,D,1000974elast,1022 BLANDING BLVD.,,,ORANGE PARK,FL,32065,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000985,"SANS PAREIL EYECARE, LLP/YORK EYE ASSOCI",USD,PH,1000985elast,234 ROSEDALE DR,,,MANCHESTER,PA,17345,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001009,COASTAL BOUTIQUE,USD,D,1001009elast,5580 NEVIUS RD.,SUITE 6,,MOBILE,AL,36619,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001020,CHANNEL CITY HARDWARE & GIFTS,USD,D,1001020elast,3888 STATE STREET,,,SANTA BARBARA,CA,93105,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001021,"FIELD AND STREAMS SPORTING GOODS, INC",USD,D,1001021elast,3812 HOUSTON HARTE,,,SAN ANGELO,TX,76901,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001035,W RYAN BUTLER OD LLC/ TSO ROUND ROCK,USD,D,1001035elast,1150 N INTERSTATE 35,STE 500,,ROUND ROCK,TX,78681,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001036,LOOK EYE CARE (T2),USD,D,1001036elast,5848 LINE AVE,,,SHREVEPORT,LA,71106,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001037,TARA B BAILEY OD PA / WALLER FAMILY EYE,USD,D,1001037elast,31315 FM2920 RD - 19,,,WALLER,TX,77484,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001043,AVONDALE EYE CARE INC/LOWCOUNTRY EYE CAR,USD,D,1001043elast,12 FARMFIELD AVE,,,CHARLESTON,SC,29407,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000944,JSPECS/ JSPECS OPTICIANS,USD,PH,1000944elast,5609 NW 86TH TERR,C28,,KANSAS CITY,MO,64154,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000948,HENDEE ENTERPRISES LLC/THE COUNTRY STATI,USD,PH,1000948elast,102 E. MAIN ST,,,BROUSSARD,LA,70518,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000975,THE DISC SHACK LLC,USD,PH,1000975elast,1078 S. HICKORY ST.,,,LOXLEY,AL,36551,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000979,FLY SHOP SMA,USD,LP,1000979elast,AVE SAN MARTIN 436,,,SAN MARTIN DE LOS ANDES,. ,8370,ARGENTINA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000989,CRESTVIEW WHOLESALE OUTDOORS,USD,D,1000989elast,984 WEST JAMES LEE BLVD.,,,CRESTVIEW,FL,32536,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001005,MY3BORDERS LLC DBA SPORTSMANS WHOLESALE,USD,D,1001005elast,4516 S. SUNCOAST BLVD.,,,HOMOSASSA,FL,34446,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001006,CARLOS CHAVES MATARRITA,USD,LP,1001006elast,GOLFITO,,,PUNTARENAS,. ,60701,COSTA RICA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001015,MADISON VALLEY RANCH,USD,D,1001015elast,307 JEFFERS RD.,,,ENNIS,MT,59729,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001028,REEL QUALITY SRQ,USD,D,1001028elast,271 S. TAMIAMI TRAIL,,,NOKOMIS,FL,34275,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001031,DAHLIA LIVING LLC DBA PADANARAM OUTFITTE,USD,LP,1001031elast,321 ELM ST.,,,SOUTH DARTMOUTH,MA,02748,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001032,TRACY BOURDON TOOL SALES LLC,USD,D,1001032elast,335 MONT CLAIRE DR.,,,KILLEN,AL,35645,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001033,THE TACKLE BOX,USD,D,1001033elast,1901 OVERSEAS HWY,,,MARATHON,FL,33050,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001041,FISHERMEN'S SUPPLY LLC,USD,D,1001041elast,69 CHANNEL DR.,,,PT PLEASANT BEACH,NJ,08742,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000955,"RACHEL H LELAND, OD, PLLC/EYE SITE CENTE",USD,PH,1000955elast,9433 BALM RIVERVIEW RD,SUITE 102,,RIVERVIEW,FL,33569,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000963,SEASIDE OPTHAMOLOGY,USD,PH,1000963elast,3303 GLYNN AVE,,,BRUNSWICK,GA,31520,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000976,MORAN'S MARINA -CLOSED (T2),USD,D,1000976elast,27900 HWY 1,,,GOLDEN MEADOW,LA,70357,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000986,PITTCREW TOOLS LLC,USD,LP,1000986elast,1412 PALMER ST.,,,JACKSONVILLE,FL,32233,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000988,COHUTTA OUTDOORS DBA COHUTTA FISHING,USD,D,1000988elast,490 E MAIN STREET,,,BLUE RIDGE,GA,30513,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000990,CHRIS BONAPARTE - SAMPLES ACCOUNT PS1,USD,E,1000990elast,26536 LA QUILLA LN,,,MISSION VIEJO,CA,92692,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000991,JEREMIAH DIETRICH - SAMPLES ACCOUNT PS2,USD,E,1000991elast,2845 FERROCARRIL RD,,,ATASCADERO,CA,93422,,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000995,ROGER SARAIBA SAMPLE ACCOUNT PSS PS3,USD,E,1000995elast,150 OAK BEND DR,,,LIBERTY HILL,TX,78642,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000996,BC EYEFITTERS,USD,PH,1000996elast,4900 BEE CREEK RD,STE102,,SPICEWOOD,TX,78669,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001007,PRO-OPTIC S.A.,USD,D,1001007elast,AVENIDA REFORMA 8-95 ZONA 10,EDI. LA AVENIDA 2DO NIVEL OFICINA 201,,.,. ,01010,GUATEMALA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001010,VAIL RESORTS DBA TAYLOR CREEK FLY SHOP,USD,D,1001010elast,183 BASALT CENTER CIRCLE,,,BASALT,CO,81621,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001012,"JERVEY EYE GROUP, PA - EASTSIDE",USD,D,1001012elast,601 HALTON RD,,,GREENVILLE,SC,29607,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001030,JON CARPENTER -  SAMPLE ACCT RX JC1,USD,E,1001030elast,1051 THREE FORKS DR,,,KATY,TX,77450,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001034,JAMES EUGENIDES OD PA/ K&K EYE CENTER,USD,D,1001034elast,1800 PLACIDA RD,,,ENGLEWOOD,FL,34223,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000970,JERSEY SHORE EYECARE,USD,LP,1000970elast,2791 HOOPER AVE,,,BRICK,NJ,08723,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000971,PRINCESS ANNE DISTRIBUTING CO,USD,PH,1000971elast,623 VA BEACH BLVD,,,VIRGINIA BEACH,VA,23451,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001017,RIVERS AND TIDES OUTFITTERS,USD,LP,1001017elast,109 E OLYMPIA,UNIT 305/7,,PUNTA GORDA,FL,33950,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001018,FISH BOUTIQUE,USD,D,1001018elast,3109 PASCAGOULA ST.,,,PASCAGOULA,MS,39567,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001019,CATALA EYE CARE,USD,LP,1001019elast,CARR. 172 KM 20.6 BO. CANABONCITO,LA SIERRA TOWN CENTER,,CAGUAS,PR,00727,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001024,SPACE COAST OPTHAMOLOGY LLC,USD,PH,1001024elast,1832 GARDEN ST,,,TITTUSVILLE,FL,32796,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001025,EYE CARE OF SOUTHWEST FLORIDA,USD,D,1001025elast,2382 IMMOKALEE RD,,,NAPLES,FL,34110,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000954,TAMARACK PRESERVE LTD,USD,PH,1000954elast,4754 ROUTE 44,,,MILLBROOK,NY,12545,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000977,FISHERMANS HAVEN,USD,D,1000977elast,10079 N HWY 259,,,BROKEN BOW,OK,74728,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000978,JONES TROLLING MOTOR REPAIR LLC DBA JONE,USD,D,1000978elast,3501 WASHINGTON ST.,,,TEXARKANA,AR,71854,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000983,WAYLEN BAY MARINE,USD,D,1000983elast,845 SR 207,,,ST. AUGUSTINE,FL,32086,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000984,WARRIOR & QUIET WATERS FOUNDATION,USD,D,1000984elast,351 EVERGREEN DRIVE,SUITE A,,BOZEMAN,MT,59715,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1000987,RIVETT'S MARINE RECREATION & SERVICE INC,USD,D,1000987elast,102 LAKEVIEW AVE,,,OLD FORGE,NY,13420,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001022,HOLLY FLIES LLC DBA PRECISION FLY FISHIN,USD,LP,1001022elast,502 N BALTIMORE AVE,STE B-1,,MT. HOLLY SPRINGS,PA,17065,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001023,PETER A SANTISI OD PL/ SANTISI VISION CA,USD,D,1001023elast,950 N. COURTNEY PKWY,STE 12,,MERRITT ISLAND,FL,32953,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001049,HIPPIE FISH,USD,D,1001049elast,1814 BIENVILLE BLVD.,,,DAUPHIN ISLAND,AL,36528,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001050,BRADLEY A WRUBLE OD PLLC/BELMONT EYE,USD,D,1001050elast,PO BOX 1330,,,BELMONT,NC,28012,USA,DEFAULT,EN
DEFAULT,DEFAULT,GLOBAL,1001051,GIVEAWAY,USD,PL,1001051elast,.,,,.,FL,32168,,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001052,TOLEDO TOWN & TACKLE INC/TOLEDO TOWN AND,USD,D,1001052elast,11904 TEXAS HWY,,,MANY,LA,71449,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001053,OCEANS EAST INC,USD,D,1001053elast,5785 NORTH HAMPTON BLVD,,,VIRGINIA BCH,VA,23455,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001054,CENTRAL AMERICAN OUTFITTERS DBA PURA VID,USD,PH,1001054elast,4 KM NORTE DEL POTRERO,PROTERO,,GUANACASTE,. ,50304,COSTA RICA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001055,TREN LLC DBA RECREATIONAL SALES & SERVIC,USD,LP,1001055elast,5985 RANGELINE RD.,,,THEODORE,AL,36582,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001056,COUNTRY CONNECTION WESTERN STORE,USD,LP,1001056elast,1975 HWY 70 E,,,GARNER,NC,27529,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001061,LANCE TRISTAN ENTERPRISES/AUSTIN RYAN OP,USD,D,1001061elast,243 ROUTE 59,,,AIRMONT,NY,10901,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001064,FIFTEEN LLC,USD,PH,1001064elast,109 N RODGERS ST,,,WAXAHACHIE,TX,75165,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001065,THE GOOD SPORT INC/THE BACKPACKER,USD,D,1001065elast,7656 JEFERSON HWY,,,BATON ROUGE,LA,70809,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001066,"SOUTH TEXAS TACK, LLC",USD,D,1001066elast,4765 HWY 290E,,,BRENHAM,TX,77833,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001067,FULLY WILD LLC/SMILING MOOSE LODGE,USD,PH,1001067elast,904 SILVER SPUR,,,ROLLING HILLS ESTATES,CA,90274,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001068,"POND KING, INC/LAKE PRO TACKLE",USD,PH,1001068elast,5924 W US HWY 82,,,GAINESVILLE,TX,76240,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001071,VIP PRE-PAY RX ACCOUNT,USD,LP,1001071elast,1674 TIONIA ROAD,,,NEW SMYRNA BEACH,FL,32168,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001075,TOP ADVENTURES LATIN AMERICA,USD,LP,1001075elast,10300 SUNSET DRIVE,SUITE 140,,MIAMI,FL,33713,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001077,BRAINERD EYECARE CENTER,USD,PH,1001077elast,506 LAUREL STREET,,,BRAINERD,MN,56401,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001078,CENTRO DE OJOS,USD,D,1001078elast,LOCAL C CALLE FRANCISCO CARVAJAL,#404,,GUAYNABO,PR,00969,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001083,ACE AT OAKLAND,USD,D,1001083elast,136 CARLTON DR.,,,LEESBURG,GA,31763,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001084,ST. PETE FISHING OUTFITTERS,USD,D,1001084elast,3922 W. OSBORNE AVE.,,,TAMPA,FL,33614,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001085,FL CRACKER COOKSHACK DBA COOKSHACK,USD,D,1001085elast,511 S. BROAD ST.,,,BROOKSVILLE,FL,34601,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001086,HORN'S HOLDINGS/HORNS NORTHERN NECK ACE,USD,D,1001086elast,96 SCHOOL ST,,,KILMARNOCK,VA,22482,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001044,EYE PARTNERS PC / EYE CENTER SOUTH,USD,D,1001044elast,2800 ROSS CLARK CIRCLE,,,DOTHAN,AL,36301,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001045,MEDLIN & DORMEN INC,USD,D,1001045elast,216 E MAIN ST,,,BENSON,NC,27504,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001046,HAMMER DOWN RIVER EXCURSIONS LLC,USD,PH,1001046elast,280 RIVER ST,,,WHITE BIRD,ID,83554,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001047,ST. JOHN'S EYE CENTER,USD,D,1001047elast,2504 CRILL AVE,,,PALATKA,FL,32177,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001048,EYECARE ASSOC OF MORRISTOWN/HYDE EYECARE,USD,PH,1001048elast,1760 WEST MORRIS BLVD,,,MORRISTOWN,TN,37813,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001058,FELGER EYE CARE PLC/ EVERGREEN EYE CARE,USD,PH,1001058elast,17088 ROBBINS RD,,,GRAND HAVEN,MI,49417,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001060,THE FUSS LLC DBA TIMBER TIDE OUTFITTERS,USD,D,1001060elast,205 REID AVE.,,,PORT ST. JOE,FL,32456,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001062,GLEN'S ARMY NAVY,USD,D,1001062elast,701 NW 4TH ST,,,GRAND RAPIDS,MN,55744,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001069,J & H OUTLET INC DBA J & H TACKLE,USD,PH,1001069elast,4112 SUNRISE HWY,,,OAKDALE,NY,11769,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001070,ACTION SPECIALTIES LLC,USD,D,1001070elast,7915 HWY 90 W,,,NEW IBERIA,LA,70560,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001072,CONFLUENCE FLY SHOP,USD,D,1001072elast,375 SW POWERHOUSE DR,STE 100,,BEND,OR,97702,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001073,GRYPHEN SPECIALTY PRODUCTS SRVC/COPPERST,USD,D,1001073elast,6170 W CHANDLER BLVD,STE 10,,CHANDLER,AZ,85226,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001074,BRICK & HOLLER OUTDOORS LLC,USD,PH,1001074elast,12145 WOODLAND CIR,,,BEAUMONT,TX,77705,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001076,ISLAND EYE CARE,USD,D,1001076elast,315 A JOHNNY MERCER BLVD,,,SAVANNAH,GA,31410,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001079,EYE ASSOC OF MELA / HAIK HUMBLE EC,USD,D,1001079elast,1804 N 7TH ST,,,WEST MONROE,LA,71291,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001080,EYE ASSOC OF NELA / HAIK HUMBLE EYECARE,USD,D,1001080elast,1804 N 7TH ST,,,WEST MONROE,LA,71291,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001081,EYE ASSOC OF NELA / HAIK HUMBLE EYE CENT,USD,D,1001081elast,1804 N 7TH ST,,,WEST MONROE,LA,71291,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001082,PVF ROUNDTABLE CHARITABLE FOUNDATION,USD,D,1001082elast,PO BOX 2352,,,STAFFORD,TX,77497,USA,DEFAULT,EN
DEFAULT,DEFAULT,GLOBAL,1001088,SOCIAL PROMOTIONS - PROMO,USD,LP,1001088elast,1674 TIONIA RD,,,NEW SMYRNA BEACH,FL,32168,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001101,CRASHBOAT SURF,USD,D,1001101elast,201 CARR. 5IND. LUCHETTI,,,BAYAMON,PR,00961,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001126,CASA SUNANDSEA LLC DBA SIRENIAN BAY,USD,PH,1001126elast,4104 EQUESTRIAN CT.,,,FLOWER MOUND,TX,75028,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001131,SUGAR MILL PARTNERS,USD,D,1001131elast,58 AUDOBON LANE,,,FLAGLER BEACH,FL,32136,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001147,LENS MASTER,USD,PH,1001147elast,CARR. 863 KM 1.5,BO. PAJAROS,,TOA BAJA,PR,00949,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001155,OPTICA CENTRO,USD,D,1001155elast,CALLE MUNOZ RIVERA #9 C-2,ESQ.CELIS AGUILERA,,CAGUAS,PR,00725,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001168,CINNAMON SHORE,USD,D,1001168elast,5009 HIGHWAY 361,,,PORT ARANSAS,TX,78373,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001184,OCEANSIDE GOLF & COUNTRY CLUB,USD,D,1001184elast,75 N HALIFAX DR.,,,ORMOND BEACH,FL,32176,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001186,BRAND IQ LLC,USD,PH,1001186elast,12554 HWY 3,SUITE B-250,,WEBSTER,TX,77598,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001205,THE SAND PEBBLE,USD,D,1001205elast,1200 W RETTA ESPLANADE,K16,,PUNTA GORDA,FL,33950,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001206,JOLLY DOG LTD.,USD,PH,1001206elast,PO BOX 948,,,ST. JOHN,. ,00831,VIRGIN ISLANDS (U.S.),DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001208,DIVE BVI LTD DBA DIVE BVI,USD,PH,1001208elast,VIRGIN GORDA YACHT HARBOUR,,,SPANISH TOWN,VG,VG1150,VIRGIN ISLANDS (BRITISH),DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001211,MODERNEYES VISION CARE/FAMILY EYE CARE O,USD,D,1001211elast,1399 BIG A ROAD,,,TOCCOA,GA,30577,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001216,"EAGLE FAMILY VISION, INC",USD,D,1001216elast,3650 EAGLE CREEK DR,,,MONT BELVIEW,TX,77523,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001217,THE RUNNING STATION INC DBA CARIBBEAN SU,USD,PH,1001217elast,9003 HAVENSIGHT MALL,BUILDING 3 SUITE G,,ST. THOMAS,VI,00802,VIRGIN ISLANDS (U.S.),DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001218,THE HATCH OUTFITTERS LLC,USD,PH,1001218elast,3227 BRAINERD RD,,,CHATTANOOGA,TN,37411,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001221,SBNC ESPERANCE OPTIC,USD,PH,1001221elast,RUE CAFE,,, HOPE ESTATE,. ,97150,SAINT MARTIN (FRENCH PART),DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001230,HILDA VALLE IRIZARY VISION 20/20,USD,PH,1001230elast,CALLE MAXIMO ALOMAR #1175,URB. SAN AGUSTIN,,SAN JUAN,PR,00923,PUERTO RICO,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001232,JJG TIME CORP/ELM CREEK RV & CAMPGROUND,USD,PH,1001232elast,457 RECREATION RD,#10,,VOSS,TX,76888,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001094,GENE JA TERREZZA OD ASSOC/TERREZZA OPTIC,USD,D,1001094elast,5593 STEWART ST,,,MILTON,FL,32570,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001095,JASPER EYE CARE INC/ ADVANCED EYECRE SPE,USD,D,1001095elast,319 BELVEDERE RD,#1,,WEST PALM BEACH,FL,33405,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001107,OPTIMART/SIGHT 360,USD,D,1001107elast,3935 TAMPA ROAD,STE 4,,OLDSMAR,FL,34613,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001108,SIGHT360/ OPTIMART/CRYSTAL,USD,D,1001108elast,3935 TAMPA RD,STE4,,OLDSMAR,FL,34429,USA,DEFAULT,EN
DEFAULT,"DEFAULT,DUCKS",GLOBAL,1001109,SIGHT360/OPTIMART INVERNESS,USD,D,1001109elast,3935 TAMPA RD,STE4,,OLDSMAR,FL,34677,USA,DEFAULT,EN
